Onset,Offset
338.933,339.029
339.049,339.154
339.177,339.273
339.298,339.394
339.435,339.533
339.553,339.66
339.675,339.772
339.807,339.901
339.929,340.008
340.072,340.152
340.153,340.178
340.212,340.32
340.368,340.474
340.527,340.643
340.707,340.821
340.868,340.978
341.026,341.117
341.165,341.248
341.287,341.366
341.417,341.516
341.557,341.638
341.685,341.767
341.818,341.894
341.949,342.02
342.076,342.158
342.215,342.304
342.341,342.424
342.486,342.587
342.642,342.745
342.807,342.889
342.956,343.052
343.11,343.197
343.264,343.353
343.425,343.528
343.583,343.659
343.695,343.716
343.739,344.03
344.077,344.208
344.251,344.325
344.366,344.467
344.487,344.559
344.616,344.725
344.748,344.867
344.872,344.978
344.997,345.095
345.118,345.227
345.248,345.355
345.38,345.462
345.518,345.586
345.622,345.979
346.022,346.141
346.192,346.285
346.339,346.436
346.473,346.573
346.637,346.745
346.791,346.927
346.968,347.069
347.114,347.202
347.251,347.336
347.401,347.523
347.537,347.629
347.664,347.732
347.788,347.885
347.912,348.019
348.047,348.16
348.191,348.268
348.336,348.497
348.51,348.599
348.67,348.753
348.833,348.919
348.927,348.939
348.981,349.047
349.122,349.192
349.253,349.306
349.487,349.543
349.606,349.683
349.752,349.833
349.899,349.999
350.056,350.159
350.213,350.319
350.362,350.472
350.513,350.615
350.667,350.753
350.805,350.886
350.938,351.017
351.074,351.156
351.208,351.294
351.343,351.461
351.522,351.641
351.688,351.831
351.867,351.985
352.034,352.148
352.176,352.255
352.324,352.378
406.92,406.95
406.96,407.005
407.054,407.113
408.566,408.577
408.588,408.634
408.661,408.67
408.697,408.786
408.815,408.944
408.952,409.367
409.385,409.391
409.407,409.684
409.691,409.817
409.823,409.944
409.96,410.077
410.098,410.209
410.237,410.362
410.381,410.514
410.516,410.522
410.525,410.656
410.67,410.683
410.686,410.808
410.85,410.898
417.859,417.884
417.915,417.967
418.029,418.097
419.061,419.085
419.09,419.153
419.171,419.184
419.211,419.287
419.297,419.316
419.36,419.451
419.514,419.6
419.664,419.757
419.8,419.898
419.933,420.042
420.082,420.205
420.236,420.337
420.395,420.486
420.56,420.634
421.336,421.38
421.4,421.454
421.483,421.501
421.54,421.606
455.322,455.356
455.388,455.435
455.793,455.843
455.908,455.972
455.995,456.021
456.034,456.047
456.063,456.106
514.66,514.705
514.775,514.834
514.875,514.889
514.914,514.99
515.304,515.36
515.44,515.52
515.575,515.681
515.731,515.816
515.851,515.901
515.942,515.957
516.275,516.339
516.357,516.406
516.489,516.555
573.766,573.811
573.9,573.936
573.984,574.0
579.845,579.967
579.976,580.006
580.052,580.105
580.168,580.239
580.24,580.269
580.282,580.295
580.82,580.836
581.284,581.35
581.374,581.441
581.514,581.577
581.665,581.745
581.811,581.903
581.947,582.058
582.087,582.206
582.222,582.352
582.377,582.629
582.634,582.801
582.846,582.972
582.997,583.085
583.129,583.216
583.261,583.346
583.394,583.475
583.515,583.587
583.643,583.703
583.766,583.843
583.903,583.982
584.04,584.113
584.185,584.261
584.327,584.428
584.468,584.584
584.631,584.744
584.774,584.878
584.933,585.038
585.068,585.171
585.219,585.326
585.369,585.486
585.516,585.624
585.663,585.768
585.815,585.93
585.973,586.089
586.139,586.262
586.296,586.411
586.448,586.558
586.597,586.713
586.753,586.856
586.899,586.975
606.196,606.25
781.549,781.603
781.684,781.705
781.719,781.765
781.849,781.92
782.176,782.216
782.664,782.684
782.7,782.757
782.843,782.91
782.948,782.962
782.994,783.064
783.139,783.39
783.428,783.55
783.569,783.673
783.732,784.0
784.038,784.159
784.192,784.31
784.352,784.455
784.504,784.575
784.657,784.725
784.79,784.873
784.938,785.02
785.088,785.18
785.248,785.341
788.073,788.124
788.193,788.264
788.352,788.412
789.028,789.106
789.13,789.201
790.444,790.477
790.48,790.489
790.516,790.572
790.973,791.33
791.402,791.418
791.46,791.513
791.59,791.644
903.609,903.657
904.263,904.283
918.173,918.213
918.293,918.349
918.702,918.727
918.735,918.783
918.862,918.912
920.597,920.638
920.716,920.769
920.836,920.905
921.277,921.313
921.391,921.447
921.557,921.635
921.696,921.787
921.873,921.908
921.95,922.0
922.53,922.578
922.62,922.661
922.738,922.811
922.919,922.946
923.88,923.949
923.996,924.047
924.095,924.179
924.18,924.314
924.355,924.453
925.271,925.331
925.441,925.497
925.587,925.61
926.08,926.145
926.165,926.179
926.254,926.316
926.391,926.453
926.523,926.559
927.46,927.528
927.659,927.68
928.687,928.846
928.85,928.926
966.48,966.55
966.643,966.669
999.47,999.517
999.605,999.664
999.754,999.816
999.87,999.885
999.93,999.998
1000.14,1000.148
1001.34,1001.362
1001.372,1001.432
1001.517,1001.565
1005.794,1005.838
1008.177,1008.204
1008.23,1008.396
1008.463,1008.645
1012.034,1012.062
1012.461,1012.519
1012.623,1012.665
1012.713,1012.733
1012.763,1012.827
1012.907,1012.986
1013.054,1013.182
1013.198,1013.291
1013.357,1013.457
1013.503,1013.617
1013.638,1013.787
1013.806,1013.923
1013.96,1014.069
1014.117,1014.232
1014.277,1014.398
1014.451,1014.561
1014.62,1014.715
1014.776,1014.867
1014.931,1015.009
1015.078,1015.126
1015.2,1015.241
1015.321,1015.368
1015.432,1015.477
1015.547,1015.601
1015.673,1015.743
1015.82,1015.897
1015.961,1016.037
1016.114,1016.226
1016.256,1016.348
1016.417,1016.527
1016.568,1016.68
1016.73,1016.861
1016.89,1017.018
1017.038,1017.315
1017.351,1017.436
1017.448,1017.463
1017.508,1017.603
1017.664,1017.8
1017.814,1017.932
1017.985,1018.098
1018.134,1018.231
1018.296,1018.388
1018.445,1018.555
1018.614,1018.724
1018.787,1018.918
1018.946,1019.063
1019.104,1019.235
1019.263,1019.397
1019.437,1019.534
1019.556,1019.569
1019.619,1019.747
1019.779,1019.902
1019.937,1020.29
1020.302,1020.424
1020.469,1020.58
1020.619,1020.741
1020.791,1020.927
1020.965,1021.062
1021.128,1021.246
1021.307,1021.412
1021.482,1021.602
1021.65,1021.774
1021.829,1021.918
1021.991,1022.088
1022.145,1022.19
1022.263,1022.342
1022.618,1022.643
1022.68,1022.726
1022.771,1022.828
1022.932,1022.978
1023.105,1023.151
1023.352,1023.395
1024.528,1024.567
1024.771,1024.815
1024.86,1024.875
1024.894,1024.909
1157.31,1157.353
1157.372,1157.384
1157.527,1157.597
1157.671,1157.753
1157.864,1157.899
1322.571,1322.67
1323.288,1323.297
1323.314,1323.334
1323.372,1323.43
1354.497,1354.531
1354.576,1354.624
1354.695,1354.763
1354.861,1354.939
1355.01,1355.111
1355.19,1355.279
1355.346,1355.435
1355.496,1355.575
1355.632,1355.661
1355.681,1355.742
1355.818,1355.866
1355.97,1356.038
1356.147,1356.223
1356.319,1356.394
1356.472,1356.564
1356.633,1356.733
1356.799,1356.893
1356.986,1357.021
1357.059,1357.1
1357.129,1357.215
1357.245,1357.28
1357.587,1357.615
1357.635,1357.662
1357.695,1357.755
1357.836,1357.899
1358.217,1358.392
1358.497,1358.536
1358.607,1358.678
1358.829,1358.865
1359.72,1359.794
1359.83,1359.881
1359.968,1360.016
1360.128,1360.159
1372.528,1372.545
1377.174,1377.372
1383.228,1383.275
1383.287,1383.342
1386.112,1386.2
1386.537,1386.562
1387.936,1388.033
1392.88,1392.909
1394.956,1394.991
1395.04,1395.06
1395.071,1395.096
1404.554,1404.59
1404.675,1404.723
1404.812,1404.872
1404.961,1405.019
1405.095,1405.176
1405.269,1405.314
1405.343,1405.384
1405.941,1405.957
1406.013,1406.07
1406.159,1406.218
1406.312,1406.374
1406.485,1406.514
1406.652,1406.697
1406.757,1406.778
1406.877,1406.94
1407.006,1407.066
1407.151,1407.23
1407.307,1407.389
1407.479,1407.584
1407.664,1407.749
1407.812,1407.903
1407.962,1408.069
1408.383,1408.417
1408.493,1408.55
1408.63,1408.709
1410.198,1410.245
1410.327,1410.39
1410.491,1410.513
1676.001,1676.035
2414.485,2414.519
2414.609,2414.646
2415.625,2415.646
2415.687,2415.736
2415.821,2415.873
2416.739,2416.843
2416.97,2417.098
2417.241,2417.29
2417.383,2417.432
2417.556,2417.581
2418.021,2418.087
2418.198,2418.208
2418.216,2418.223
2418.225,2418.228
2418.518,2418.542
2418.845,2418.911
2418.987,2419.052
2419.141,2419.236
2419.309,2419.359
2419.393,2419.454
2420.604,2420.634
2425.072,2425.086
2425.338,2425.621
2425.635,2425.735
2425.771,2426.028
2426.478,2426.532
2426.616,2426.658
2426.691,2426.707
2427.699,2427.738
2428.299,2428.347
2428.438,2428.509
2428.649,2428.684
2428.817,2428.861
2429.603,2429.658
2429.831,2429.935
2430.023,2430.07
2430.162,2430.203
2430.352,2430.403
2430.42,2430.467
2430.514,2430.582
2430.7,2430.802
2430.855,2430.921
2431.289,2431.398
2431.479,2431.676
2431.719,2431.826
2431.859,2431.998
2432.419,2432.485
2432.684,2432.738
2432.834,2432.877
2432.986,2433.008
2433.077,2433.123
2433.168,2433.205
2433.271,2433.327
2433.374,2433.428
2433.464,2434.432
2434.45,2434.762
2434.812,2434.831
2434.879,2434.953
2435.01,2435.046
2435.123,2435.191
2435.269,2435.312
2435.398,2435.448
2435.568,2435.623
2435.728,2435.798
2436.117,2437.117
2437.157,2437.215
2437.239,2437.358
2437.795,2437.863
2437.968,2438.012
2438.089,2438.126
2438.16,2438.278
2438.388,2439.025
2439.028,2439.08
2439.354,2439.402
2439.486,2439.56
2439.638,2439.646
2439.681,2439.762
2439.849,2439.93
2440.14,2440.165
2440.271,2440.278
2440.7,2440.809
2442.178,2442.246
2442.45,2443.34
2443.542,2443.593
2443.804,2443.847
2443.958,2443.981
2444.309,2444.36
2444.402,2444.434
2444.697,2444.737
2444.862,2444.882
2445.663,2445.68
2445.688,2445.77
2446.387,2446.427
2446.441,2446.455
2446.852,2446.882
2447.003,2447.031
2447.125,2447.152
2447.32,2447.356
2448.581,2448.638
2448.653,2448.675
2448.679,2448.691
2449.59,2449.67
2449.881,2449.912
2450.006,2450.051
2450.134,2450.383
2450.407,2451.11
2451.13,2451.192
2452.124,2452.169
2452.662,2452.758
2452.759,2452.794
2452.985,2453.05
2453.176,2453.226
2453.325,2454.867
2454.87,2455.187
2455.718,2455.735
2455.8,2455.865
2457.144,2457.797
2457.883,2457.927
2458.349,2458.572
2458.764,2458.838
2458.875,2458.93
2459.091,2459.199
2459.347,2459.564
2459.587,2460.336
2460.36,2460.437
2461.019,2461.073
2461.196,2461.232
2461.665,2461.71
2461.889,2461.999
2462.474,2462.571
2462.612,2462.619
2462.964,2463.029
2463.105,2463.166
2463.252,2463.328
2463.406,2463.497
2463.564,2463.659
2463.72,2463.86
2463.879,2464.012
2464.053,2464.118
2464.172,2464.205
2464.291,2464.304
2464.353,2464.417
2464.705,2464.768
2464.775,2464.786
2464.789,2464.811
2464.817,2464.866
2464.881,2464.927
2464.938,2465.25
2465.304,2465.405
2465.457,2465.554
2465.608,2465.746
2465.761,2465.849
2465.901,2466.013
2466.053,2466.168
2466.208,2466.32
2466.367,2466.667
2466.694,2466.819
2466.875,2467.031
2467.062,2467.152
2467.196,2467.277
2467.35,2467.433
2467.482,2467.497
2467.648,2467.788
2467.94,2467.978
2468.007,2468.026
2468.09,2468.166
2468.337,2468.438
2468.921,2469.026
2469.061,2469.161
2469.164,2469.734
2469.763,2469.811
2470.004,2470.051
2470.109,2470.204
2470.211,2470.457
2470.621,2470.683
2470.769,2470.825
2470.934,2471.027
2471.102,2471.177
2471.248,2471.37
2471.406,2471.584
2471.589,2471.717
2472.197,2472.256
2472.769,2472.788
2472.807,2472.976
2473.24,2473.293
2473.508,2473.64
2473.751,2473.804
2474.079,2474.146
2474.442,2474.885
2474.954,2475.26
2475.435,2475.493
2475.59,2475.647
2475.812,2475.853
2476.151,2476.208
2476.93,2476.968
2477.008,2477.037
2477.09,2477.148
2477.359,2477.458
2477.528,2477.53
2477.532,2477.87
2477.936,2478.478
2478.558,2479.0
2479.099,2479.136
2479.215,2479.269
2479.394,2479.442
2479.53,2479.587
2479.723,2479.737
2480.378,2480.474
2480.506,2480.55
2480.681,2480.779
2480.817,2481.447
2481.525,2481.538
2481.932,2481.996
2482.189,2482.219
2482.25,2482.322
2482.396,2482.444
2482.569,2482.707
2482.861,2482.874
2483.492,2483.824
2484.058,2484.117
2484.199,2484.249
2484.385,2484.439
2484.565,2484.576
2484.611,2484.683
2484.693,2484.787
2484.788,2484.834
2484.886,2484.937
2484.969,2484.976
2485.037,2485.088
2942.474,2942.529
2942.888,2942.947
2943.782,2943.79
2943.796,2943.804
2944.267,2944.389
2944.856,2944.92
2945.1,2945.156
2945.162,2945.174
2945.228,2945.281
2945.535,2945.571
2945.657,2945.672
2948.55,2948.59
2948.967,2949.047
2949.052,2949.075
2949.358,2949.579
2950.272,2950.47
2950.555,2950.567
2950.614,2951.444
2952.603,2952.654
2952.664,2952.729
2952.802,2952.908
2952.988,2953.059
2964.231,2964.244
2964.374,2964.391
2964.779,2964.878
2964.906,2964.951
2965.502,2965.734
2965.874,2966.518
2966.525,2966.741
2966.79,2967.272
2967.477,2967.573
2967.585,2967.627
2968.478,2968.483
2968.891,2968.95
2969.129,2969.499
2969.5,2970.197
2970.208,2970.216
2970.259,2970.282
2970.828,2970.923
2971.141,2971.253
2971.869,2972.196
2972.23,2972.974
2973.242,2974.098
2974.624,2974.67
2974.739,2974.812
2974.863,2977.653
2977.738,2977.824
2978.403,2978.499
